gene,log2FoldChange,pvalue,padj
Tomm5,-0.181911741,2.47E-10,7.88E-10
Cic,0.147197791,2.50E-10,7.97E-10
Spryd3,-0.117324245,2.51E-10,8.00E-10
Slc41a2,0.146714377,2.53E-10,8.07E-10
Amot,-0.154430988,2.54E-10,8.09E-10
P4htm,-0.134485618,2.56E-10,8.16E-10
Zfp445,-0.13925768,2.57E-10,8.21E-10
Gdap1,-0.133681227,2.58E-10,8.22E-10
AU022252,-0.103097809,2.58E-10,8.23E-10
Klhl22,-0.084226091,2.58E-10,8.23E-10
Adcyap1r1,-0.124824809,2.58E-10,8.24E-10
Syt5,0.169751883,2.59E-10,8.25E-10
Slc26a7,1.022497,2.59E-10,8.26E-10
Bmi1,-0.125912281,2.60E-10,8.27E-10
Comt,0.183957377,2.60E-10,8.28E-10
Inppl1,0.139775893,2.60E-10,8.28E-10
Psmd7,-0.098467172,2.61E-10,8.31E-10
Onecut2,-0.433311619,2.62E-10,8.34E-10
Gatd3a,-0.123502463,2.65E-10,8.44E-10
Coprs,-0.168969328,2.67E-10,8.50E-10
Vav2,0.138978534,2.67E-10,8.51E-10
Arhgdib,0.273964559,2.69E-10,8.56E-10
Gm17354,-0.213083929,2.69E-10,8.56E-10
Mpp3,-0.166007929,2.71E-10,8.61E-10
Cfap96,0.34179535,2.71E-10,8.62E-10
Tpm1,0.104001493,2.73E-10,8.68E-10
1700028J19Rik,0.416293107,2.73E-10,8.69E-10
Adam17,0.16033001,2.75E-10,8.73E-10
Acadm,0.118576531,2.79E-10,8.86E-10
Fip1l1,-0.105180106,2.79E-10,8.87E-10
Wbp1l,0.131149122,2.80E-10,8.90E-10
Prelid3a,-0.109319873,2.81E-10,8.93E-10
Pcif1,0.118288338,2.82E-10,8.95E-10
9330159F19Rik,-0.188415901,2.86E-10,9.08E-10
Insm1,-0.281742852,2.88E-10,9.13E-10
Trmt10a,0.157568028,2.90E-10,9.19E-10
Ambra1,-0.109425204,2.96E-10,9.38E-10
Gpr61,-0.119598027,2.98E-10,9.46E-10
Cdk5r2,-0.196793485,3.00E-10,9.51E-10
Mal,-0.179519176,3.03E-10,9.60E-10
Gpr52,0.341347883,3.06E-10,9.70E-10
Becn1,-0.070643457,3.11E-10,9.85E-10
Galnt18,-0.137188503,3.14E-10,9.94E-10
Pde2a,0.344833508,3.13E-10,9.94E-10
Ccdc50,-0.121621227,3.14E-10,9.95E-10
Zfp770,-0.124205154,3.15E-10,9.97E-10
H2-Eb1,1.050315937,3.18E-10,1.01E-09
Rgs2,0.280177994,3.18E-10,1.01E-09
Tmem132a,0.168318264,3.18E-10,1.01E-09
Trpc1,-0.1443088,3.19E-10,1.01E-09
Ergic2,-0.114752448,3.21E-10,1.02E-09
G6pc3,-0.15903005,3.24E-10,1.02E-09
Gm29100,-0.521985881,3.30E-10,1.04E-09
Mtmr6,-0.118248027,3.29E-10,1.04E-09
Triqk,-0.207387813,3.32E-10,1.05E-09
Adamts14,-0.377384096,3.35E-10,1.06E-09
Arhgap44,-0.128332481,3.35E-10,1.06E-09
Mcm9,0.154953631,3.37E-10,1.07E-09
Snx1,-0.105111761,3.39E-10,1.07E-09
Zfp428,-0.197903121,3.38E-10,1.07E-09
Top1mt,0.157475894,3.43E-10,1.08E-09
Kat14,-0.122347765,3.45E-10,1.09E-09
Sel1l,-0.180331334,3.46E-10,1.09E-09
Spryd7,-0.135548295,3.45E-10,1.09E-09
Exoc3l4,0.592570306,3.50E-10,1.10E-09
Dand5,-0.174636588,3.50E-10,1.11E-09
Gstm2,0.595001742,3.51E-10,1.11E-09
Dnajc10,-0.092452939,3.54E-10,1.12E-09
Nfkb1,0.140324033,3.59E-10,1.13E-09
1700123M08Rik,0.275304955,3.63E-10,1.15E-09
Ccnc,-0.152529115,3.65E-10,1.15E-09
Eral1,-0.105863594,3.63E-10,1.15E-09
Gm15721,-0.466143105,3.64E-10,1.15E-09
Ace2,0.230553052,3.71E-10,1.17E-09
Gps1,-0.100875811,3.72E-10,1.17E-09
Tbc1d13,-0.147138907,3.72E-10,1.17E-09
Ifngr2,-0.118846249,3.79E-10,1.19E-09
Kcnq2,-0.203120907,3.78E-10,1.19E-09
Smim32,-0.442628632,3.78E-10,1.19E-09
Ccdc124,-0.153283297,3.83E-10,1.20E-09
Nmbr,-0.350765183,3.81E-10,1.20E-09
Kif4,0.309712219,3.83E-10,1.21E-09
Klhl15,-0.181367683,3.85E-10,1.21E-09
Cdh24,-0.532002047,3.89E-10,1.22E-09
Tab2,0.10366547,3.86E-10,1.22E-09
Nudt6,0.394356081,3.96E-10,1.24E-09
Usp32,-0.138445383,3.99E-10,1.25E-09
Fbxo27,-0.220348316,4.01E-10,1.26E-09
Tubgcp4,-0.122392212,4.00E-10,1.26E-09
Zfp46,0.142590155,4.02E-10,1.26E-09
Rad54b,-0.376825836,4.09E-10,1.28E-09
Csf2ra,0.341142338,4.12E-10,1.29E-09
Il7,-0.568413105,4.10E-10,1.29E-09
Pkd2,0.1401168,4.11E-10,1.29E-09
Rnft2,-0.125807903,4.13E-10,1.30E-09
Ldb2,-0.176914825,4.17E-10,1.31E-09
Stxbp5,0.20624128,4.16E-10,1.31E-09
Usp36,-0.112828616,4.17E-10,1.31E-09
Klhdc1,-0.148056342,4.25E-10,1.33E-09
Ndnf,0.220597701,4.25E-10,1.33E-09
Cyria,-0.189368034,4.27E-10,1.34E-09
Lage3,0.192120212,4.28E-10,1.34E-09
Ptprr,-0.141695146,4.27E-10,1.34E-09
Tbc1d9b,-0.126784247,4.27E-10,1.34E-09
Peg10,0.473413741,4.30E-10,1.35E-09
Khk,0.20320133,4.34E-10,1.36E-09
A730081D07Rik,-0.193851529,4.38E-10,1.37E-09
Dennd1b,-0.176314597,4.44E-10,1.39E-09
Nherf2,-0.163819021,4.46E-10,1.40E-09
Rhobtb3,0.181139753,4.46E-10,1.40E-09
Copz2,0.252691097,4.50E-10,1.41E-09
Gins3,0.211783516,4.51E-10,1.41E-09
Abhd17a,-0.175791135,4.58E-10,1.43E-09
Eef2kmt,0.288450878,4.58E-10,1.43E-09
Eif5a,-0.110433608,4.56E-10,1.43E-09
Arpp21,0.168670904,4.61E-10,1.44E-09
Cars2,-0.159902509,4.62E-10,1.44E-09
Rybp,-0.169185677,4.62E-10,1.45E-09
Plpp5,0.147449102,4.67E-10,1.46E-09
Plppr4,-0.169378091,4.67E-10,1.46E-09
Snapc2,0.141351068,4.66E-10,1.46E-09
B4galt7,-0.117241336,4.70E-10,1.47E-09
Ccdc163,0.369705878,4.69E-10,1.47E-09
Gm5093,-0.484893454,4.75E-10,1.48E-09
Lcp2,0.266890344,4.80E-10,1.50E-09
5930409G06Rik,-0.341090858,4.88E-10,1.52E-09
Gja3,0.544835408,4.88E-10,1.52E-09
Nup62cl,-0.497498556,4.91E-10,1.53E-09
Tlcd3a,-0.122392454,4.91E-10,1.53E-09
Dot1l,0.248895351,4.95E-10,1.54E-09
Fam204a,0.159437224,5.01E-10,1.56E-09
Pfkfb4,0.15386881,5.01E-10,1.56E-09
Phtf1os,0.283493201,4.99E-10,1.56E-09
Ppp1r3g,-0.283526986,4.99E-10,1.56E-09
Cers2,0.134880879,5.02E-10,1.57E-09
Mkrn3,0.331910818,5.05E-10,1.57E-09
Slc25a44,-0.102040817,5.03E-10,1.57E-09
Ndufa9,-0.094658207,5.06E-10,1.58E-09
Zfp334,-0.126956931,5.08E-10,1.58E-09
Bhlhe22,-0.219553844,5.10E-10,1.59E-09
Fmnl2,0.141181966,5.12E-10,1.59E-09
Gm31816,-0.353745814,5.12E-10,1.59E-09
Prdm15,-0.172524021,5.13E-10,1.60E-09
Rab5a,-0.094687713,5.13E-10,1.60E-09
Rcan2,-0.147374304,5.31E-10,1.65E-09
Ap3b2,-0.101561281,5.33E-10,1.66E-09
Ryr3,-0.477161359,5.38E-10,1.67E-09
Hhip,-0.267064428,5.40E-10,1.68E-09
Zfp862-ps,0.143619467,5.41E-10,1.68E-09
Adcy2,0.123716103,5.44E-10,1.69E-09
Ciao1,-0.10136972,5.46E-10,1.70E-09
Otulinl,-0.126154472,5.52E-10,1.71E-09
Patz1,0.106456305,5.49E-10,1.71E-09
Etv6,-0.15101504,5.61E-10,1.74E-09
Cxcl5,1.041614542,5.64E-10,1.75E-09
H3f3aos,0.819470071,5.66E-10,1.76E-09
Lpar3,0.569093424,5.67E-10,1.76E-09
Gm43517,-0.385195653,5.70E-10,1.77E-09
Gm45311,-0.337488364,5.69E-10,1.77E-09
Stx3,0.150458866,5.77E-10,1.79E-09
Atg3,-0.083919608,5.84E-10,1.81E-09
Dact3,-0.190319966,5.86E-10,1.82E-09
Shisa9,-0.194791636,5.88E-10,1.82E-09
Nrg1,0.253974361,5.91E-10,1.83E-09
Nfe2l2,0.23871054,5.94E-10,1.84E-09
Eif5a2,-0.171653096,5.96E-10,1.85E-09
Noxo1,0.376804329,5.98E-10,1.85E-09
Rabggtb,-0.092009117,6.01E-10,1.86E-09
Tph2,0.309105486,6.11E-10,1.89E-09
Col9a1,0.515069923,6.14E-10,1.90E-09
Csnk1d,-0.082194149,6.15E-10,1.90E-09
Immt,-0.073319174,6.14E-10,1.90E-09
Wdr19,0.153598757,6.13E-10,1.90E-09
Nudt16,0.15314369,6.19E-10,1.92E-09
Zfp775,0.212254116,6.26E-10,1.94E-09
Atf3,0.740885823,6.32E-10,1.95E-09
Fgd2,0.311856584,6.31E-10,1.95E-09
Usp53,0.176999378,6.34E-10,1.96E-09
Zmynd12,0.532240147,6.33E-10,1.96E-09
Slc25a36,-0.155847558,6.40E-10,1.98E-09
Syt7,-0.135752527,6.40E-10,1.98E-09
Slc41a3,0.210120302,6.45E-10,1.99E-09
Gpr89,-0.097987741,6.54E-10,2.02E-09
Krba1,0.167934599,6.55E-10,2.02E-09
Llph,-0.15677674,6.59E-10,2.04E-09
Gm5535,0.488324851,6.65E-10,2.05E-09
Fam186b,-0.305768584,6.67E-10,2.06E-09
Ebf1,0.250221651,6.70E-10,2.07E-09
Eipr1,-0.104841425,6.73E-10,2.08E-09
Agbl4,-0.203304877,6.79E-10,2.09E-09
Csmd2,0.269697338,6.78E-10,2.09E-09
Polr2m,-0.069678186,6.76E-10,2.09E-09
Rbm26,-0.136012341,6.77E-10,2.09E-09
Tcerg1l,-0.252910913,6.79E-10,2.09E-09
Gm6548,0.16350635,6.80E-10,2.10E-09
Gls,-0.161589538,6.83E-10,2.11E-09
Cyth3,-0.097311239,6.87E-10,2.12E-09
Parp16,0.169505164,6.91E-10,2.13E-09
Prkag2,0.151498156,6.90E-10,2.13E-09
Mfsd3,0.314450696,6.94E-10,2.14E-09
Nt5dc1,0.342552474,7.00E-10,2.16E-09
Tedc2,0.163341272,7.19E-10,2.21E-09
Ubqln1,-0.103881762,7.17E-10,2.21E-09
D030047H15Rik,0.536954891,7.23E-10,2.23E-09
Sdhaf3,-0.146692214,7.31E-10,2.25E-09
Fhl3,0.309746765,7.43E-10,2.29E-09
B230311B06Rik,0.338045776,7.48E-10,2.30E-09
Disp1,0.195273502,7.46E-10,2.30E-09
Otub2,-0.169991657,7.58E-10,2.33E-09
Ly6h,-0.177693903,7.70E-10,2.37E-09
Mbtps1,0.070838837,7.76E-10,2.38E-09
Kctd18,0.116571234,7.78E-10,2.39E-09
Rab10os,-0.129445749,7.79E-10,2.39E-09
C1qtnf3,0.577793504,7.79E-10,2.40E-09
Clec3b,0.653971037,7.89E-10,2.43E-09
Rfwd3,-0.095850852,7.95E-10,2.44E-09
Daxx,-0.116682397,7.98E-10,2.45E-09
Ywhaq-ps3,-0.165400402,8.01E-10,2.46E-09
Cptp,-0.101002379,8.06E-10,2.47E-09
Cenpo,0.182953228,8.10E-10,2.49E-09
Gm56877,0.356804178,8.19E-10,2.51E-09
Rab40b,0.166599537,8.28E-10,2.54E-09
Zfp180,-0.179932825,8.28E-10,2.54E-09
R74862,0.172207239,8.37E-10,2.57E-09
Gm29508,0.466338008,8.42E-10,2.58E-09
Ano5,-0.337467077,8.47E-10,2.60E-09
Twf2,-0.13274656,8.49E-10,2.60E-09
4930523C07Rik,0.29517441,8.67E-10,2.66E-09
1700040D17Rik,0.339985452,8.70E-10,2.67E-09
Cldn19,0.499944585,8.72E-10,2.67E-09
Clip2,-0.128116994,8.80E-10,2.69E-09
Dzip1,-0.247976972,8.77E-10,2.69E-09
Gm38414,0.480439245,8.86E-10,2.71E-09
Rnf150,-0.196393081,8.86E-10,2.71E-09
Atp6v1h,-0.133483207,8.98E-10,2.75E-09
Cep85l,-0.171259314,8.99E-10,2.75E-09
Norad,-0.156253443,9.00E-10,2.75E-09
Sh3gl2,-0.196082285,8.97E-10,2.75E-09
Astn2,-0.165813932,9.08E-10,2.78E-09
Creb1,-0.169569294,9.12E-10,2.79E-09
Gpbp1l1,-0.124795643,9.14E-10,2.79E-09
Ifi47,0.637211914,9.29E-10,2.84E-09
Atl1,-0.116402907,9.31E-10,2.85E-09
Rexo4,-0.162718394,9.32E-10,2.85E-09
Mx2,0.460338591,9.36E-10,2.86E-09
Asrgl1,0.131052857,9.39E-10,2.87E-09
Lasp1,-0.120870627,9.39E-10,2.87E-09
Nsf,-0.130947475,9.44E-10,2.88E-09
Sgsm1,-0.165092597,9.51E-10,2.90E-09
Gm5819,-0.346394501,9.52E-10,2.91E-09
Lbhd1,-0.150884624,9.53E-10,2.91E-09
Rap1gap2,-0.139287631,9.52E-10,2.91E-09
H13,-0.098957117,9.65E-10,2.94E-09
Smim10l1,-0.13871624,9.63E-10,2.94E-09
Rufy3,-0.091503816,9.72E-10,2.97E-09
Asb4,0.443154728,9.77E-10,2.98E-09
Mpv17,0.108581673,9.80E-10,2.99E-09
Mreg,-0.198602187,9.79E-10,2.99E-09
Gm28271,-0.457302789,9.92E-10,3.02E-09
2810021J22Rik,-0.170114703,9.93E-10,3.03E-09
Pcbd1,-0.185307068,9.94E-10,3.03E-09
Cct8,-0.094228563,1.00E-09,3.06E-09
Shroom4,0.184759038,1.01E-09,3.07E-09
Neurl2,0.365092662,1.01E-09,3.08E-09
Clec10a,0.723107151,1.02E-09,3.09E-09
Zbtb22,0.138769394,1.01E-09,3.09E-09
3300002P13Rik,-0.312679685,1.02E-09,3.10E-09
4930429F24Rik,0.492669541,1.02E-09,3.10E-09
Rnf151,-0.577850208,1.02E-09,3.10E-09
Nup153,-0.15142818,1.04E-09,3.17E-09
2310043P16Rik,0.441058538,1.05E-09,3.18E-09
App,-0.105934893,1.05E-09,3.20E-09
Slc22a17,-0.125669187,1.06E-09,3.24E-09
Zbtb34,-0.175769863,1.07E-09,3.26E-09
Zfp2,-0.123893633,1.07E-09,3.26E-09
Ptprg,-0.189634152,1.09E-09,3.30E-09
Bambi,0.283761749,1.10E-09,3.33E-09
Adgrl2,-0.21049623,1.10E-09,3.34E-09
Gbp9,0.364506171,1.11E-09,3.37E-09
Bcl2l13,-0.085871387,1.12E-09,3.39E-09
Gngt2,0.427001382,1.12E-09,3.40E-09
Knop1,0.107380451,1.12E-09,3.41E-09
Lias,0.116342818,1.13E-09,3.43E-09
Prr14l,-0.231678681,1.13E-09,3.44E-09
Mkln1,-0.160448608,1.15E-09,3.48E-09
Ube4a,-0.107462552,1.15E-09,3.48E-09
Gon7,-0.174543898,1.15E-09,3.49E-09
Vps50,-0.124328339,1.16E-09,3.50E-09
Dhdh,0.152796479,1.18E-09,3.58E-09
Nrxn3,-0.211649421,1.19E-09,3.62E-09
Ap1m1,0.10118339,1.22E-09,3.69E-09
Ubxn4,-0.08399713,1.22E-09,3.70E-09
Nop56,-0.108478903,1.23E-09,3.71E-09
Upf3b,-0.142903815,1.23E-09,3.73E-09
Bmper,0.249304244,1.24E-09,3.74E-09
Tlr12,0.615644164,1.24E-09,3.74E-09
Agbl2,0.51164906,1.24E-09,3.76E-09
Phrf1,-0.115101806,1.24E-09,3.76E-09
Reln,0.323666946,1.24E-09,3.76E-09
Numbl,-0.169175634,1.25E-09,3.78E-09
Rprd1a,-0.098336359,1.26E-09,3.80E-09
Gm56489,0.409813069,1.27E-09,3.83E-09
Tpd52l1,-0.160001676,1.28E-09,3.87E-09
Calu,0.102215202,1.29E-09,3.90E-09
Hnrnpl,0.115751795,1.29E-09,3.90E-09
Nsdhl,0.278925458,1.29E-09,3.90E-09
P3h1,0.20639692,1.29E-09,3.90E-09
Bex1,-0.170799493,1.29E-09,3.91E-09
Cops7b,-0.110590927,1.29E-09,3.91E-09
Gm26982,-0.183537872,1.30E-09,3.94E-09
Mcf2l,-0.140312508,1.31E-09,3.94E-09
Armc3,0.459261251,1.31E-09,3.95E-09
Pdp2,0.135228737,1.31E-09,3.95E-09
Cdk5rap1,0.148689451,1.31E-09,3.96E-09
Cuta,-0.13134547,1.32E-09,3.98E-09
Phc1,-0.119359628,1.32E-09,3.98E-09
Rnf149,0.272207767,1.32E-09,3.98E-09
Vps8,-0.115657404,1.33E-09,4.02E-09
Hspa9,-0.096839034,1.34E-09,4.04E-09
Seh1l,0.101154493,1.34E-09,4.04E-09
B3galt2,-0.19214801,1.35E-09,4.07E-09
Heatr5a,0.195338384,1.36E-09,4.10E-09
Ube2w,-0.138316526,1.36E-09,4.10E-09
Gm48932,0.498428563,1.36E-09,4.11E-09
Lmo3,-0.182977752,1.36E-09,4.11E-09
Tmsb10b,0.325523445,1.37E-09,4.14E-09
Synpo,-0.1859728,1.38E-09,4.15E-09
Wdtc1,-0.146410965,1.38E-09,4.16E-09
Lbh,0.151205162,1.40E-09,4.21E-09
Ccnjl,0.348296886,1.40E-09,4.22E-09
Trpm4,0.212814303,1.40E-09,4.22E-09
Gm20689,-0.310542907,1.43E-09,4.29E-09
Tmem11,-0.135072632,1.43E-09,4.29E-09
Zcchc4,-0.122564801,1.43E-09,4.30E-09
P3h4,0.259313536,1.43E-09,4.31E-09
Gm37811,0.383710476,1.44E-09,4.32E-09
Bcdin3d,0.156047794,1.44E-09,4.34E-09
Slc35e3,-0.088662583,1.45E-09,4.36E-09
2810449D17Rik,0.477353091,1.46E-09,4.40E-09
AU022754,0.334686137,1.48E-09,4.44E-09
Trac,0.365476603,1.49E-09,4.46E-09
Sccpdh,0.187550139,1.49E-09,4.47E-09
Slc35f1,-0.169134111,1.49E-09,4.47E-09
Cfap97d2,0.419041862,1.50E-09,4.49E-09
Map4k1,0.475069995,1.50E-09,4.49E-09
Atad5,0.249415267,1.50E-09,4.50E-09
Tatdn1,0.141521056,1.50E-09,4.51E-09
Tacc3,0.21044328,1.53E-09,4.59E-09
Ewsr1,0.101068101,1.53E-09,4.60E-09
1500011B03Rik,-0.100463361,1.55E-09,4.65E-09
Actr2,-0.137849798,1.56E-09,4.67E-09
Rcc1l,0.13767174,1.62E-09,4.85E-09
C1qtnf6,0.227930258,1.62E-09,4.87E-09
Chst11,-0.145743721,1.62E-09,4.87E-09
Fpgt,-0.136619278,1.62E-09,4.87E-09
Pign,0.136826747,1.64E-09,4.90E-09
Atf5,0.181352121,1.66E-09,4.96E-09
Dlk1,0.573941779,1.67E-09,4.99E-09
Arl8a,-0.079923636,1.68E-09,5.03E-09
Ttbk2,-0.203318103,1.70E-09,5.08E-09
Ube2l6,0.250864263,1.70E-09,5.10E-09
Josd1-ps,-0.199801733,1.71E-09,5.12E-09
Gfer,-0.1206178,1.71E-09,5.13E-09
Scarb2,0.216212888,1.72E-09,5.14E-09
Wdr27,0.321782232,1.72E-09,5.14E-09
Ndufa10,-0.10028674,1.73E-09,5.17E-09
Maco1,-0.072741275,1.73E-09,5.19E-09
Slc16a12,0.598292403,1.74E-09,5.19E-09
Lrrc3b,0.206490787,1.75E-09,5.24E-09
Axdnd1,0.542237282,1.76E-09,5.25E-09
Slc11a2,-0.105811688,1.76E-09,5.26E-09
Entr1,0.132559217,1.78E-09,5.32E-09
Tm2d3,-0.134305032,1.78E-09,5.32E-09
Nrip3,-0.330321031,1.78E-09,5.33E-09
Cacng6,0.414715652,1.79E-09,5.34E-09
Cdc34,-0.165095184,1.79E-09,5.34E-09
Angptl2,0.800538196,1.80E-09,5.37E-09
1110025M09Rik,0.359936643,1.81E-09,5.40E-09
Gid4,-0.145062293,1.81E-09,5.41E-09
Cmc2,-0.118783888,1.82E-09,5.43E-09
Klhl26,-0.107439393,1.82E-09,5.44E-09
Nme4,0.269826999,1.84E-09,5.48E-09
Unc119,-0.14602964,1.85E-09,5.51E-09
Prkg1,-0.255393959,1.86E-09,5.54E-09
Mtif3,-0.100942035,1.87E-09,5.56E-09
Ube2g1,-0.121916805,1.87E-09,5.57E-09
Cdk8,-0.093882288,1.87E-09,5.59E-09
4930516B21Rik,-0.253529183,1.89E-09,5.63E-09
Fam185a,0.103474336,1.89E-09,5.63E-09
Tbcd,0.083617188,1.89E-09,5.63E-09
Gm11992,0.338284129,1.89E-09,5.64E-09
C230037L18Rik,0.259743877,1.91E-09,5.70E-09
Trp53rkb,-0.141174321,1.91E-09,5.70E-09
Brcc3,-0.122769843,1.93E-09,5.73E-09
Rab39b,-0.138245323,1.96E-09,5.82E-09
Dsc2,0.466702675,1.98E-09,5.90E-09
Cpa2,0.337378784,1.99E-09,5.93E-09
Cpxm2,0.283381617,1.99E-09,5.93E-09
Nono,0.065786521,2.00E-09,5.94E-09
Paqr9,0.187568363,2.00E-09,5.94E-09
Sh3bgrl2,0.147601916,2.01E-09,5.97E-09
Zfp322a,-0.139807316,2.01E-09,5.97E-09
Vps26b,-0.078195371,2.01E-09,5.98E-09
Ehhadh,0.237434754,2.02E-09,6.01E-09
Sfr1,-0.116522209,2.02E-09,6.01E-09
Gm36457,0.304845402,2.03E-09,6.04E-09
Gm18706,-0.51981346,2.05E-09,6.08E-09
Gm45838,-0.423058001,2.05E-09,6.08E-09
Spag8,0.43060012,2.06E-09,6.10E-09
Hcn1,-0.189683568,2.06E-09,6.11E-09
Camk2g,0.127424329,2.07E-09,6.13E-09
Gm6563,-0.152979016,2.08E-09,6.18E-09
Nr2c1,0.128346618,2.09E-09,6.20E-09
Kcnh5,-0.368650205,2.10E-09,6.23E-09
Lss,0.171283407,2.11E-09,6.25E-09
Gm41760,0.260502521,2.11E-09,6.27E-09
Enpep,0.202224203,2.12E-09,6.30E-09
Mast1,-0.205286564,2.15E-09,6.37E-09
Fbxo21,-0.097896283,2.16E-09,6.39E-09
Cd46,0.458411642,2.17E-09,6.43E-09
Rbm5,-0.131952943,2.18E-09,6.46E-09
1190005I06Rik,0.377572578,2.20E-09,6.50E-09
Smpdl3b,0.45999714,2.23E-09,6.60E-09
Ecsit,-0.111752059,2.23E-09,6.61E-09
Map3k7cl,0.487139518,2.27E-09,6.73E-09
Bard1,0.351720284,2.28E-09,6.74E-09
Kcnq5,-0.372188411,2.28E-09,6.74E-09
Lrrn2,-0.187700072,2.29E-09,6.78E-09
Usf1,-0.124755189,2.30E-09,6.79E-09
Taok2,-0.097723593,2.31E-09,6.83E-09
Cox7b,-0.136069959,2.31E-09,6.84E-09
Nol4,-0.123238051,2.32E-09,6.85E-09
Fv1,-0.289888333,2.33E-09,6.90E-09
Zbtb21,-0.103779534,2.34E-09,6.91E-09
Dda1,-0.125730537,2.37E-09,7.02E-09
Plpp3,0.132004691,2.39E-09,7.05E-09
Dpf2,-0.105263364,2.43E-09,7.18E-09
Six5,0.35479517,2.43E-09,7.19E-09
Nudt1,0.223315325,2.45E-09,7.23E-09
Tmem167,-0.112330471,2.46E-09,7.27E-09
Zfp647,0.254941404,2.47E-09,7.28E-09
Gm7809,0.303530524,2.48E-09,7.33E-09
Gpd2,-0.098093297,2.48E-09,7.33E-09
Bnip2,0.115705451,2.49E-09,7.34E-09
Lipt2,0.171179903,2.49E-09,7.35E-09
Tmem200c,0.162858257,2.51E-09,7.39E-09
Ano1,0.310634787,2.52E-09,7.43E-09
Camkmt,-0.125651849,2.53E-09,7.45E-09
Syne3,0.336205868,2.56E-09,7.55E-09
Dstyk,-0.131177941,2.59E-09,7.65E-09
Slc29a3,0.177040012,2.60E-09,7.66E-09
Morn4,-0.101147232,2.61E-09,7.70E-09
Slc39a6,0.176559982,2.63E-09,7.75E-09
Gm11627,-0.3113967,2.65E-09,7.79E-09
Il2rb,0.491063679,2.66E-09,7.84E-09
Dclre1b,0.129288168,2.66E-09,7.85E-09
Ret,0.399237215,2.67E-09,7.86E-09
Tmem192,-0.124938643,2.69E-09,7.92E-09
Wdr93,0.46334925,2.71E-09,7.97E-09
Lyn,0.251850004,2.72E-09,8.01E-09
Hmg20b,0.14158616,2.72E-09,8.02E-09
Derl3,-0.444361463,2.73E-09,8.05E-09
Polb,-0.125286434,2.74E-09,8.07E-09
Slc66a3,0.445920428,2.76E-09,8.13E-09
Slc2a1,-0.199819622,2.78E-09,8.18E-09
Ccdc30,0.173112544,2.79E-09,8.21E-09
S1pr1,-0.135019255,2.82E-09,8.30E-09
Chrna1,0.29258616,2.83E-09,8.32E-09
Uchl5,-0.126976169,2.85E-09,8.37E-09
Dpp4,0.440148252,2.86E-09,8.39E-09
Hsf1,-0.144870466,2.87E-09,8.43E-09
Lncppara,0.455965039,2.88E-09,8.47E-09
Slco4c1,-0.227756108,2.90E-09,8.51E-09
Smarca2,-0.153679019,2.90E-09,8.51E-09
Sox3,0.325878876,2.91E-09,8.54E-09
Gm15361,-0.150803833,2.92E-09,8.57E-09
Zcchc17,-0.117389392,2.93E-09,8.59E-09
Pls1,0.202858636,2.93E-09,8.61E-09
Riiad1,0.306891832,2.98E-09,8.73E-09
Mctp2,-0.314183002,3.00E-09,8.81E-09
Ormdl3,-0.105089835,3.02E-09,8.86E-09
Ror2,0.482231764,3.03E-09,8.88E-09
Tmem63c,-0.136812565,3.04E-09,8.91E-09
Atp6v1d,-0.108228087,3.05E-09,8.94E-09
Samd15,-0.228056374,3.06E-09,8.97E-09
Usp54,-0.144019404,3.09E-09,9.05E-09
Trim9,-0.139596525,3.10E-09,9.09E-09
Cpox,-0.108926123,3.14E-09,9.20E-09
Depp1,0.621127273,3.15E-09,9.23E-09
Runx2,-0.191169984,3.19E-09,9.35E-09
Borcs8,-0.13976418,3.21E-09,9.39E-09
Cdnf,0.274450481,3.22E-09,9.41E-09
Kcnj9,-0.180269299,3.22E-09,9.41E-09
Zfp64,0.125790706,3.21E-09,9.41E-09
Cmas,-0.098515517,3.24E-09,9.48E-09
Crabp1,-0.537066482,3.26E-09,9.54E-09
Cnpy2,0.142958525,3.27E-09,9.56E-09
Ece2,0.334605459,3.27E-09,9.56E-09
Gm56745,0.458851213,3.27E-09,9.56E-09
Pdhx,-0.082658555,3.27E-09,9.57E-09
Clec11a,-0.192420304,3.28E-09,9.60E-09
Zranb3,-0.175275211,3.29E-09,9.61E-09
Nr1h3,0.27008847,3.33E-09,9.74E-09
Arfgap1,0.112592272,3.34E-09,9.75E-09
Npas3,0.152770316,3.34E-09,9.76E-09
Zfp11,0.143265196,3.37E-09,9.86E-09
Dtd2,0.119661855,3.38E-09,9.87E-09
Klk8,-0.345014194,3.38E-09,9.87E-09
Ap3s2,-0.081481039,3.41E-09,9.94E-09
Cdv3,-0.123763091,3.43E-09,1.00E-08
Evc,0.199500893,3.43E-09,1.00E-08
Odad4,0.377902822,3.47E-09,1.01E-08
Rnd2,0.197380354,3.51E-09,1.02E-08
Shd,-0.19865,3.49E-09,1.02E-08
Gm5089,0.390199115,3.53E-09,1.03E-08
Tor1b,-0.091227893,3.53E-09,1.03E-08
Tspan33,-0.208045715,3.52E-09,1.03E-08
Etnk1,-0.137850506,3.57E-09,1.04E-08
Zbtb41,-0.14645704,3.61E-09,1.05E-08
Zdhhc1,0.153489588,3.60E-09,1.05E-08
Gm49678,-0.458092243,3.65E-09,1.06E-08
Tram1,0.102957199,3.62E-09,1.06E-08
Wac,-0.101220269,3.64E-09,1.06E-08
