gene,log2FoldChange,pvalue,padj
Sgtb,-0.258823794,6.03E-47,1.96E-45
Ddn,-0.478264178,7.49E-47,2.42E-45
Fbln2,0.840824324,8.84E-47,2.86E-45
Tep1,0.550630738,1.07E-46,3.44E-45
Ndel1,-0.258191342,1.08E-46,3.46E-45
Josd1,-0.224342387,1.09E-46,3.49E-45
Tmeff2,0.272844447,1.32E-46,4.23E-45
Chordc1,-0.508879336,1.53E-46,4.89E-45
Racgap1,0.896430586,1.61E-46,5.13E-45
Entrep2,-0.405310655,1.67E-46,5.31E-45
Edrf1,-0.341332904,1.71E-46,5.44E-45
Mapk10,-0.373003923,1.74E-46,5.53E-45
Ankrd28,0.326860984,1.99E-46,6.30E-45
Xbp1,-0.571746377,2.11E-46,6.68E-45
Smim17,-0.441407931,2.14E-46,6.76E-45
Irak4,0.593337536,2.15E-46,6.78E-45
Hexim1,-0.258379052,2.21E-46,6.97E-45
Lamc3,0.814944246,2.24E-46,7.02E-45
Ctsh,0.776736632,2.46E-46,7.72E-45
Myom3,0.78324267,2.82E-46,8.82E-45
Angpt1,0.636788594,3.12E-46,9.74E-45
Islr,0.911413703,3.19E-46,9.94E-45
Gdap2,-0.26335331,4.53E-46,1.41E-44
Gjb2,1.453905279,4.58E-46,1.42E-44
Sp9,-0.662776183,4.86E-46,1.51E-44
Elovl6,-0.418703475,4.98E-46,1.54E-44
Col25a1,-0.558052628,5.33E-46,1.65E-44
Plbd2,0.403403793,5.35E-46,1.65E-44
Srebf1,0.615609363,6.12E-46,1.88E-44
Tmprss6,-1.648661894,6.81E-46,2.09E-44
Dhrs1,0.56930823,7.68E-46,2.35E-44
Gm42901,1.99228345,7.68E-46,2.35E-44
Junb,-1.040962663,8.18E-46,2.50E-44
Krt2,1.185953499,8.38E-46,2.56E-44
Lgals3,1.33518305,9.40E-46,2.86E-44
Mfhas1,-0.389111461,9.62E-46,2.93E-44
Rragb,-0.224973906,1.14E-45,3.47E-44
Pik3r6,1.065286064,1.18E-45,3.58E-44
Itgb8,0.484544065,1.20E-45,3.63E-44
Poglut3,0.35152882,1.45E-45,4.38E-44
Twsg1,0.306801943,2.03E-45,6.11E-44
Syne1,0.50154085,2.21E-45,6.64E-44
Tlnrd1,-0.369118639,2.56E-45,7.70E-44
Plb1,1.23624876,2.77E-45,8.30E-44
Fam217b,-0.269270477,3.03E-45,9.08E-44
Paip2b,-0.221652023,3.38E-45,1.01E-43
Slc6a11,-0.353530214,3.56E-45,1.06E-43
Abi3bp,1.097580706,3.90E-45,1.16E-43
Adcy7,0.740214086,4.22E-45,1.26E-43
Acp3,1.609409808,4.24E-45,1.26E-43
Dkk2,1.41458979,4.45E-45,1.32E-43
Lrrk1,0.779675458,4.60E-45,1.36E-43
Msantd4,-0.206424678,4.78E-45,1.41E-43
Ston2,0.401596323,5.74E-45,1.69E-43
Chst10,-0.294311318,6.36E-45,1.87E-43
Dysf,0.696584982,6.46E-45,1.90E-43
Rsu1,0.264838728,6.75E-45,1.98E-43
Lama2,0.539346031,7.27E-45,2.13E-43
Il1rl2,1.116742414,7.73E-45,2.26E-43
Myzap,1.510060328,9.34E-45,2.73E-43
Zbtb40,-0.714301277,9.41E-45,2.74E-43
Chst14,0.599550595,9.75E-45,2.83E-43
Cpxm1,0.628045941,9.77E-45,2.84E-43
Loxl3,0.562531051,9.80E-45,2.84E-43
Fndc5,-0.449944852,9.83E-45,2.84E-43
Nwd2,-0.657289316,1.02E-44,2.94E-43
Pcsk1,-0.6646134,1.12E-44,3.22E-43
Npr2,0.374771844,1.43E-44,4.13E-43
Per2,-0.729728852,1.44E-44,4.14E-43
Jmjd6,-0.370369488,1.75E-44,5.03E-43
Tcf24,0.98684206,1.77E-44,5.07E-43
Tnfrsf19,0.260602075,1.87E-44,5.34E-43
Klf2,-0.800101773,1.88E-44,5.36E-43
E530011L22Rik,0.513771011,1.95E-44,5.55E-43
Nek6,0.444762472,2.24E-44,6.38E-43
Gng4,-0.613128001,2.30E-44,6.54E-43
Rhot2,-0.285630103,2.64E-44,7.48E-43
Tor4a,0.825573012,2.68E-44,7.59E-43
Synpo2,0.820143951,3.06E-44,8.64E-43
Man2b1,0.823068736,3.14E-44,8.85E-43
Ankrd34b,-0.364002117,3.30E-44,9.30E-43
Ctnnbl1,-0.237024315,3.49E-44,9.81E-43
Itga1,0.523971791,3.55E-44,9.98E-43
Ccdc117,-0.541361462,4.08E-44,1.14E-42
Pth1r,0.634505176,4.20E-44,1.18E-42
Ucma,1.158880815,4.21E-44,1.18E-42
Armcx3,-0.2904936,4.25E-44,1.19E-42
Cap2,-0.292980899,4.70E-44,1.31E-42
Sat1,0.479235856,5.25E-44,1.46E-42
Slc25a38,-0.351316306,6.95E-44,1.93E-42
Mafg,-0.241047388,7.33E-44,2.03E-42
Cd248,0.890452147,7.84E-44,2.17E-42
Hdac4,-0.482961283,8.19E-44,2.26E-42
Inafm2,-0.321294385,8.27E-44,2.28E-42
Olfm4,1.05512651,8.60E-44,2.37E-42
Ube2ql1,-0.300599044,9.24E-44,2.54E-42
Myo1f,1.045138474,9.27E-44,2.55E-42
Esrra,-0.339213428,9.64E-44,2.64E-42
Ero1b,-0.35823374,9.97E-44,2.73E-42
Tyrobp,1.295450751,1.08E-43,2.95E-42
Aph1b,-0.307394067,1.08E-43,2.95E-42
Atg16l1,-0.211064597,1.14E-43,3.10E-42
Ctss,0.960687484,1.28E-43,3.47E-42
Hspa1a,-1.193307915,1.38E-43,3.74E-42
Gm13716,0.744864198,1.38E-43,3.75E-42
Mr1,0.652343797,1.39E-43,3.78E-42
Ccnd2,-0.390917819,1.41E-43,3.81E-42
Cnn3,0.669763677,1.51E-43,4.06E-42
Plpp6,-0.291696004,1.55E-43,4.18E-42
Klhl6,0.9304406,1.61E-43,4.33E-42
Phf8,-0.342386402,1.74E-43,4.68E-42
Rasa4,0.793550386,1.85E-43,4.96E-42
Mtmr4,-0.402786107,2.02E-43,5.40E-42
Tmem185a,-0.205634815,2.13E-43,5.69E-42
Parp9,0.626909184,2.32E-43,6.20E-42
Tmem126b,-0.238724037,2.36E-43,6.30E-42
Socs7,-0.285675871,2.39E-43,6.35E-42
Grm2,0.806982334,2.53E-43,6.73E-42
Msl1,-0.245267123,2.55E-43,6.77E-42
Mgst1,0.700500347,2.77E-43,7.34E-42
Klk7,1.695897399,2.78E-43,7.35E-42
Hmox1,0.649711094,3.04E-43,8.03E-42
Rimbp2,0.457575695,3.19E-43,8.41E-42
H3f3b,0.340437352,3.34E-43,8.79E-42
Galnt4,0.433530321,3.34E-43,8.79E-42
Gprc5b,0.402025881,3.55E-43,9.32E-42
Gprc5c,0.97352072,3.64E-43,9.53E-42
Ccdc191,0.41505548,3.87E-43,1.01E-41
Kbtbd2,-0.236480165,4.21E-43,1.10E-41
Plcd1,0.548631298,4.22E-43,1.10E-41
Cybb,1.909970688,4.35E-43,1.13E-41
Dusp14,0.853454241,4.60E-43,1.20E-41
Cds1,-0.335136425,4.84E-43,1.26E-41
Ifih1,0.670834151,4.98E-43,1.29E-41
Zmiz1,0.564416587,4.99E-43,1.29E-41
Upp1,-0.681596901,5.23E-43,1.35E-41
Loxl2,1.483905104,5.23E-43,1.35E-41
Zbtb11,-0.325660992,5.67E-43,1.46E-41
Celsr1,0.578941756,5.76E-43,1.48E-41
Slc15a3,1.202054902,6.35E-43,1.63E-41
Prps1,-0.237325697,6.35E-43,1.63E-41
Ppp1r7,-0.225479819,6.35E-43,1.63E-41
Fam234b,-0.236325764,6.39E-43,1.64E-41
BC034090,0.637797981,7.41E-43,1.89E-41
Cygb,-0.368313824,7.58E-43,1.93E-41
Parp1,-0.342113136,8.77E-43,2.23E-41
Pnn,-0.268383689,8.89E-43,2.26E-41
Fam20b,-0.28211658,9.39E-43,2.38E-41
Zfp385b,-0.456591943,1.08E-42,2.74E-41
Sdc1,1.870717511,1.46E-42,3.70E-41
Fkbp7,0.581841743,1.46E-42,3.70E-41
Ubl4a,-0.169969123,1.48E-42,3.72E-41
Itpka,-0.395070487,1.51E-42,3.82E-41
Hpgd,0.836614654,1.53E-42,3.86E-41
Igfbp5,0.736542522,1.62E-42,4.06E-41
Svil,0.543053261,1.74E-42,4.37E-41
Has3,-0.6615953,2.04E-42,5.11E-41
Faim2,-0.326784235,2.05E-42,5.14E-41
Ints8,-0.409541867,2.07E-42,5.16E-41
Syt16,-0.270324041,2.17E-42,5.42E-41
Klc2,-0.304217905,2.20E-42,5.47E-41
Gm42303,-0.597944169,2.57E-42,6.39E-41
Stard8,0.42395847,2.63E-42,6.54E-41
St6galnac5,-0.369548128,2.65E-42,6.57E-41
Duxbl1,1.023709904,2.68E-42,6.64E-41
Edaradd,-0.960765127,3.29E-42,8.15E-41
Gdpd5,0.486487588,3.57E-42,8.82E-41
Birc3,0.691998638,3.88E-42,9.56E-41
Shisa8,1.217179759,4.00E-42,9.84E-41
Tmod1,0.441399105,4.31E-42,1.06E-40
Slc25a14,-0.222177319,4.35E-42,1.07E-40
Mrc2,1.212336326,4.63E-42,1.14E-40
Igsf6,1.272320337,4.70E-42,1.15E-40
Myct1,1.10137981,6.15E-42,1.50E-40
Slc4a11,1.332527551,6.64E-42,1.62E-40
Ckmt1,-0.247554501,7.07E-42,1.72E-40
Axl,0.468024687,7.39E-42,1.80E-40
St3gal3,-0.226189515,7.56E-42,1.84E-40
Naip2,1.05305584,8.42E-42,2.04E-40
Havcr2,0.877688095,8.79E-42,2.13E-40
Kcnab1,-0.315180822,8.94E-42,2.17E-40
Csf3r,1.112437106,9.83E-42,2.38E-40
Gm43327,0.844976972,1.02E-41,2.45E-40
Nhlrc3,0.318853293,1.32E-41,3.18E-40
Caskin1,-0.38911889,1.63E-41,3.93E-40
B3gnt7,0.705845009,1.66E-41,3.98E-40
Ipmk,-0.26887678,1.69E-41,4.05E-40
Igsf3,0.525643424,1.78E-41,4.26E-40
Gm45819,-0.721017564,1.83E-41,4.39E-40
Pla2g7,0.583063462,1.84E-41,4.40E-40
Tsku,0.726312497,2.50E-41,5.98E-40
Lrrc59,-0.174393331,2.53E-41,6.04E-40
Tcaf2,1.06355706,2.73E-41,6.51E-40
Ctf1,0.708341494,2.81E-41,6.69E-40
Milr1,1.600591404,3.16E-41,7.50E-40
Padi2,0.768389305,3.16E-41,7.50E-40
Apcdd1,0.375239587,3.19E-41,7.55E-40
Sst,-0.429922977,3.26E-41,7.70E-40
Tmem40,1.672208723,3.28E-41,7.74E-40
Il15ra,0.505038496,3.57E-41,8.43E-40
Chpf2,0.454348712,3.68E-41,8.67E-40
Heca,-0.270777322,4.56E-41,1.07E-39
Gskip,-0.224668986,4.86E-41,1.14E-39
Ing2,-0.253914818,5.10E-41,1.20E-39
Ntm,-0.278086224,5.18E-41,1.21E-39
Htra3,0.598802758,5.47E-41,1.28E-39
H1f2,0.772853544,5.52E-41,1.29E-39
Ccdc9b,0.454086541,5.89E-41,1.37E-39
Olfml3,0.744181487,6.24E-41,1.45E-39
Rflna,1.164903203,6.48E-41,1.51E-39
Slc25a25,-0.262781667,6.94E-41,1.61E-39
Gm14569,0.8311969,7.19E-41,1.67E-39
Trem2,1.388756845,7.20E-41,1.67E-39
Lum,0.901073201,7.33E-41,1.70E-39
Ak4,-0.454927181,7.36E-41,1.70E-39
Ptpn6,0.924143479,8.03E-41,1.85E-39
Pbx2,-0.260168452,8.03E-41,1.85E-39
Ly6g6e,1.614366353,8.21E-41,1.89E-39
Ccdc88b,0.632093681,8.72E-41,2.00E-39
Nuak1,-0.334714399,9.27E-41,2.13E-39
Plaat1,-0.375724194,9.30E-41,2.13E-39
Plp2,0.815345386,9.33E-41,2.14E-39
1700016P03Rik,-1.352532346,1.05E-40,2.41E-39
Zbtb16,-0.545207916,1.13E-40,2.57E-39
Rasgrf1,-0.35032417,1.13E-40,2.57E-39
Colgalt1,-0.28364036,1.15E-40,2.62E-39
Spsb1,0.72672372,1.20E-40,2.73E-39
Dock8,0.558436143,1.22E-40,2.77E-39
Plcb3,0.395515624,1.27E-40,2.88E-39
Hvcn1,1.162793113,1.40E-40,3.17E-39
Parp4,0.460161547,1.67E-40,3.77E-39
Endou,1.441914077,1.76E-40,3.98E-39
Ddah2,0.545134744,1.86E-40,4.19E-39
Slc20a1,0.331906068,1.90E-40,4.29E-39
Cav2,0.584466656,1.91E-40,4.31E-39
Klf4,-0.730278557,1.96E-40,4.39E-39
Hspa5,-0.67726282,1.99E-40,4.46E-39
C3,2.541212198,2.01E-40,4.49E-39
Usp31,-0.413798704,2.02E-40,4.51E-39
Psmb8,0.979852472,2.24E-40,5.01E-39
Siglecf,1.552025265,2.25E-40,5.02E-39
Glis3,0.663987387,2.28E-40,5.09E-39
Amz2,-0.184429368,2.44E-40,5.44E-39
Sardh,0.574253907,2.49E-40,5.54E-39
Tmem127,-0.163830032,2.74E-40,6.09E-39
2410022M11Rik,0.627061736,2.91E-40,6.46E-39
Dnajb4,-0.291014515,2.96E-40,6.56E-39
Abcf2,-0.162523457,3.12E-40,6.91E-39
Pgp,-0.264335576,3.15E-40,6.96E-39
Renbp,0.782515981,3.15E-40,6.96E-39
Slc29a2,-0.293462846,3.38E-40,7.45E-39
Hmgcs2,0.868620669,3.39E-40,7.46E-39
Naglu,0.632378276,3.71E-40,8.16E-39
Pappa,1.284025545,3.80E-40,8.35E-39
Mki67,0.832860238,3.83E-40,8.40E-39
Xpr1,0.434444982,4.57E-40,1.00E-38
Parp10,0.617550497,4.60E-40,1.01E-38
Mkx,-0.47211743,5.18E-40,1.13E-38
Tmem198b,0.452873283,5.96E-40,1.30E-38
Map6d1,-0.273316432,6.29E-40,1.37E-38
1110002E22Rik,0.808094545,6.82E-40,1.48E-38
9330133O14Rik,0.467886424,7.11E-40,1.55E-38
Sdc2,0.410241864,7.53E-40,1.63E-38
Epn2,-0.191105745,7.75E-40,1.68E-38
Rcn3,0.636476537,7.99E-40,1.73E-38
Gxylt2,0.832871149,9.12E-40,1.97E-38
Agk,-0.265921556,9.64E-40,2.08E-38
Iqck,0.497504138,9.92E-40,2.14E-38
Cnot9,-0.1689239,1.01E-39,2.17E-38
C1qc,1.079444589,1.03E-39,2.22E-38
Car4,-0.619773736,1.21E-39,2.60E-38
Dcun1d2,-0.202037929,1.30E-39,2.80E-38
Hpgds,0.639460573,1.37E-39,2.93E-38
Spp1,2.717021011,1.43E-39,3.06E-38
Homer1,-0.824980267,1.43E-39,3.07E-38
Slc37a1,0.551998019,1.48E-39,3.16E-38
Dlx1,-0.444882095,1.48E-39,3.16E-38
Taf7,-0.304636037,1.53E-39,3.27E-38
Fastkd3,-0.225153316,1.54E-39,3.29E-38
Tmem50b,-0.250360085,1.71E-39,3.63E-38
Fmo5,0.54067729,1.72E-39,3.66E-38
Ptgfrn,0.63989967,1.75E-39,3.72E-38
Wipf2,-0.32675163,1.79E-39,3.78E-38
Gm39283,1.080351908,1.82E-39,3.85E-38
Exoc6b,-0.3742127,1.84E-39,3.88E-38
Gsdmd,0.781205863,1.89E-39,3.99E-38
Elavl2,-0.481293785,1.90E-39,4.00E-38
Nupr1,1.228554108,2.11E-39,4.44E-38
Gsn,0.555245019,2.22E-39,4.67E-38
Gm43860,-0.766470011,2.25E-39,4.73E-38
Bhlhe40,-0.369335008,2.56E-39,5.36E-38
Necab3,0.610600261,3.19E-39,6.68E-38
Fermt1,-1.393865378,3.23E-39,6.75E-38
AU023762,1.275171671,3.25E-39,6.79E-38
Tef,-0.373872972,3.29E-39,6.87E-38
Grk2,-0.239879855,3.38E-39,7.04E-38
Gria4,-0.334473147,3.59E-39,7.47E-38
C1qb,1.069594328,3.88E-39,8.08E-38
Zfp35,-0.230281807,3.96E-39,8.21E-38
Ubqln4,-0.241173065,3.99E-39,8.27E-38
Dusp18,0.312596068,4.18E-39,8.66E-38
Arhgap39,-0.359942405,4.24E-39,8.78E-38
4122401K19Rik,0.753918018,4.39E-39,9.07E-38
Trim47,0.82381219,4.55E-39,9.40E-38
Neto2,-0.442522708,4.84E-39,9.97E-38
Runx1t1,-0.558003809,5.26E-39,1.08E-37
Gsg1l,0.865503217,5.42E-39,1.12E-37
Stk4,-0.240628047,5.54E-39,1.14E-37
Dhx32,0.174359384,5.54E-39,1.14E-37
Kif17,0.571534791,6.29E-39,1.29E-37
Fubp3,0.26590825,6.82E-39,1.40E-37
Phospho2,-0.286935367,6.84E-39,1.40E-37
Gm50048,0.732791754,6.85E-39,1.40E-37
F2r,0.33662167,6.97E-39,1.42E-37
Tecta,1.243274002,7.22E-39,1.47E-37
Errfi1,-0.48482759,7.57E-39,1.54E-37
Rin3,0.855169363,7.84E-39,1.59E-37
Rbm12b1,-0.504928953,8.33E-39,1.69E-37
Dio2,-0.674209862,8.41E-39,1.71E-37
Igsf9,0.67073719,8.93E-39,1.81E-37
Pi16,1.410271874,9.40E-39,1.90E-37
Gpat4,-0.153000047,9.99E-39,2.02E-37
Tent5a,-0.728514807,1.01E-38,2.04E-37
Tvp23a,0.466898871,1.21E-38,2.44E-37
Cldn5,0.513691003,1.28E-38,2.57E-37
Irf8,0.969203436,1.36E-38,2.74E-37
Zdhhc22,0.92111862,1.46E-38,2.92E-37
Cand2,0.470489696,1.51E-38,3.04E-37
Stmp1,0.311262897,1.70E-38,3.41E-37
Ucp2,0.828952736,1.73E-38,3.45E-37
Tacr2,1.175087417,1.89E-38,3.78E-37
Rspry1,-0.173326509,1.89E-38,3.78E-37
Tfg,-0.195251293,2.28E-38,4.54E-37
Galnt16,-0.300773049,2.39E-38,4.77E-37
Pou3f3,-0.249483048,2.49E-38,4.96E-37
Gpr161,-0.572964341,2.50E-38,4.98E-37
Kctd1,-0.326963631,2.56E-38,5.08E-37
Fyb1,0.832952823,2.67E-38,5.30E-37
Fbln5,1.113616047,2.68E-38,5.31E-37
Adamtsl4,0.633008983,2.70E-38,5.34E-37
Tln1,0.386294033,2.77E-38,5.48E-37
Gucy2g,0.644361007,2.86E-38,5.64E-37
Trmt1l,-0.288902571,2.87E-38,5.66E-37
Arhgap11a,0.415747325,2.93E-38,5.77E-37
Fmod,1.967397566,3.02E-38,5.94E-37
Stip1,-0.324602333,3.05E-38,5.99E-37
Kcnj16,-0.364772038,3.05E-38,5.99E-37
Zfp217,0.408526505,3.08E-38,6.04E-37
Foxd1,1.316152076,3.37E-38,6.59E-37
Hlf,-0.589229265,3.47E-38,6.79E-37
Septin6,-0.36944242,3.60E-38,7.03E-37
Prkcz,-0.189861121,3.60E-38,7.03E-37
Mtmr11,0.573019932,3.69E-38,7.19E-37
Dnaja1,-0.305090414,3.74E-38,7.29E-37
Megf6,1.168602093,3.84E-38,7.48E-37
Pacsin1,-0.30713819,3.98E-38,7.72E-37
Eps8,-0.262940481,4.20E-38,8.15E-37
Elf1,0.424785666,4.21E-38,8.17E-37
Epcam,1.327160803,4.52E-38,8.76E-37
Tbc1d30,-0.3790669,4.67E-38,9.03E-37
Mknk1,0.285768676,4.83E-38,9.34E-37
Creb3l1,0.646342757,4.84E-38,9.34E-37
Mc4r,-0.652060433,4.97E-38,9.58E-37
Srsf10,-0.353040046,5.17E-38,9.96E-37
Ptcd1,-0.27042746,5.28E-38,1.02E-36
Dusp9,1.089987111,5.44E-38,1.04E-36
Neurl1b,-0.475527243,5.51E-38,1.06E-36
Cables1,-0.528394448,5.60E-38,1.07E-36
Apobec3,0.592843934,5.68E-38,1.09E-36
Jdp2,-0.383217253,5.75E-38,1.10E-36
Armcx2,-0.163557616,7.03E-38,1.34E-36
Col4a2,0.448735934,7.19E-38,1.37E-36
Mysm1,0.366880816,7.33E-38,1.40E-36
Ifngr1,0.329790366,7.54E-38,1.44E-36
2810455O05Rik,0.331838321,7.65E-38,1.46E-36
Zfp521,0.475764515,8.12E-38,1.54E-36
Tmem130,-0.313803181,8.82E-38,1.67E-36
Espl1,0.658812571,9.10E-38,1.72E-36
Papss2,0.724472911,9.48E-38,1.80E-36
Usp21,-0.24711569,9.89E-38,1.87E-36
Camkv,-0.338600888,1.11E-37,2.11E-36
Thbs4,1.311551528,1.15E-37,2.16E-36
Apod,0.780318551,1.26E-37,2.37E-36
Abhd4,0.410346803,1.34E-37,2.53E-36
Tlr9,0.877525447,1.40E-37,2.63E-36
Ccrl2,0.805274171,1.42E-37,2.67E-36
Stom,0.457441193,1.45E-37,2.73E-36
Nxpe4,0.438520743,1.55E-37,2.90E-36
Ngef,-0.272869117,1.89E-37,3.54E-36
Dnaja4,-0.321335419,2.13E-37,3.98E-36
Sap30bpos,1.185270218,2.15E-37,4.01E-36
Nckipsd,-0.266265574,2.20E-37,4.11E-36
Gna13,0.274409289,2.59E-37,4.82E-36
Mfap3,-0.282772353,2.61E-37,4.86E-36
Col18a1,1.076147079,2.66E-37,4.95E-36
Mre11a,0.324689907,2.95E-37,5.49E-36
Th,1.406603024,2.96E-37,5.50E-36
Fads2b,1.411553873,2.97E-37,5.50E-36
Snhg18,0.6156654,3.30E-37,6.11E-36
Tex10,-0.267595711,3.68E-37,6.81E-36
Fermt3,0.636612937,4.22E-37,7.80E-36
Ctsz,0.895655026,4.39E-37,8.11E-36
Edc3,-0.176657456,4.56E-37,8.42E-36
Dok4,-0.406909851,4.69E-37,8.65E-36
Gm57223,-0.638030544,4.80E-37,8.84E-36
Gm56555,1.018955267,5.77E-37,1.06E-35
Cadps2,-0.365721436,5.88E-37,1.08E-35
Col27a1,0.912516608,6.06E-37,1.11E-35
Exoc7,0.233877308,6.67E-37,1.22E-35
Lmna,0.324174328,6.76E-37,1.24E-35
Sacm1l,-0.273949327,6.79E-37,1.24E-35
Mvp,0.556183227,6.97E-37,1.27E-35
Lrrc32,0.910125942,7.31E-37,1.34E-35
Pip4k2c,-0.355257803,7.43E-37,1.35E-35
Cdr2l,-0.318364949,7.89E-37,1.44E-35
Slc13a3,0.881980725,8.05E-37,1.47E-35
Ptgs1,0.414875385,8.67E-37,1.58E-35
Tuba4a,-0.269439071,8.77E-37,1.59E-35
Grk3,-0.297387066,1.07E-36,1.94E-35
Ctdspl,-0.303871786,1.09E-36,1.97E-35
Nkd2,-0.620738908,1.10E-36,1.98E-35
Trmt44,-0.419807526,1.20E-36,2.17E-35
Vmac,0.386470619,1.23E-36,2.23E-35
Ccl6,2.049914593,1.28E-36,2.32E-35
Kbtbd12,1.043697387,1.29E-36,2.32E-35
Synj2bp,-0.244361384,1.35E-36,2.44E-35
Cntnap1,-0.445740964,1.42E-36,2.55E-35
Cnih3,0.541881023,1.48E-36,2.66E-35
Neurl3,0.968149991,1.53E-36,2.74E-35
Manf,-0.606650141,1.68E-36,3.02E-35
Scn4b,-0.684918401,1.84E-36,3.30E-35
Sros1,0.971289523,1.94E-36,3.46E-35
Tmem151b,-0.385908676,1.99E-36,3.55E-35
Bicc1,0.774068647,2.06E-36,3.68E-35
Anxa1,1.011801447,2.16E-36,3.85E-35
Rfxap,-0.204624201,2.16E-36,3.86E-35
Rasl11b,-0.403787623,2.18E-36,3.89E-35
Ampd3,0.484050406,2.19E-36,3.89E-35
Cercam,0.542155839,2.19E-36,3.90E-35
Styxl2,1.230468019,2.23E-36,3.96E-35
Pdia6,-0.485777814,2.43E-36,4.31E-35
Dcaf6,-0.208160843,2.43E-36,4.31E-35
Medag,0.816055782,2.47E-36,4.37E-35
Mllt1,-0.292497558,2.48E-36,4.37E-35
Dock7,0.349873053,2.60E-36,4.59E-35
Slc25a45,0.53910117,2.81E-36,4.95E-35
Slco5a1,0.597196616,2.88E-36,5.08E-35
Htr1f,-0.777129676,2.96E-36,5.21E-35
Agrn,0.276356521,3.07E-36,5.40E-35
Ddx60,1.061991503,3.18E-36,5.59E-35
Gm27004,1.578590202,3.29E-36,5.78E-35
C1qa,1.050224979,3.39E-36,5.95E-35
Megf11,0.561720999,3.42E-36,6.00E-35
Cntnap2,-0.500547725,3.46E-36,6.05E-35
Mex3a,0.514124252,3.79E-36,6.62E-35
B4galt3,-0.242974941,3.90E-36,6.81E-35
Lypd1,-0.580678547,3.98E-36,6.93E-35
Agt,0.85523635,4.04E-36,7.04E-35
Mal2,-0.312948102,4.13E-36,7.20E-35
Prickle3,0.811360896,4.14E-36,7.20E-35
Maoa,0.26984422,4.17E-36,7.25E-35
Nat8l,-0.259904585,4.77E-36,8.28E-35
Bloc1s5,0.319256325,5.11E-36,8.86E-35
Dnase2a,0.626991527,5.29E-36,9.16E-35
Ipo9,-0.23505887,5.34E-36,9.22E-35
Gm26660,0.659837096,5.34E-36,9.22E-35
Vamp5,0.723366452,5.34E-36,9.22E-35
Chrm2,-0.542408842,5.36E-36,9.25E-35
Plin2,0.598537294,5.83E-36,1.00E-34
Ntf3,-0.764434565,5.84E-36,1.00E-34
Vcam1,0.50964794,6.02E-36,1.03E-34
Spty2d1,-0.326027573,6.40E-36,1.10E-34
Cd48,1.230120656,6.45E-36,1.11E-34
Eif2d,0.252646231,6.55E-36,1.12E-34
Tmem41b,-0.245200172,6.63E-36,1.13E-34
Tex11,1.43201837,7.03E-36,1.20E-34
Isca1,-0.207854247,7.28E-36,1.24E-34
Ptafr,0.878491705,7.32E-36,1.25E-34
Mphosph10,-0.306059384,7.54E-36,1.29E-34
Vtn,0.696746989,9.66E-36,1.65E-34
Klhl29,-0.35913168,9.68E-36,1.65E-34
Gm32224,1.130008587,9.96E-36,1.69E-34
Lcp1,0.617273373,1.07E-35,1.83E-34
Slc1a5,0.888323721,1.08E-35,1.83E-34
Ncam2,0.459847832,1.11E-35,1.88E-34
Cerk,-0.231513325,1.17E-35,1.98E-34
Npy,0.969240718,1.28E-35,2.16E-34
Cyba,0.922908959,1.38E-35,2.33E-34
Ascl1,0.508151861,1.39E-35,2.36E-34
Rab3a,-0.229963905,1.67E-35,2.83E-34
Itk,0.821212282,1.68E-35,2.83E-34
Gm35569,0.989851308,1.78E-35,3.00E-34
Cstad,0.715327238,1.83E-35,3.07E-34
Gm37403,0.981121869,1.92E-35,3.23E-34
Osbpl5,0.361082858,2.02E-35,3.39E-34
Iqgap1,0.448668611,2.11E-35,3.54E-34
Rnf34,-0.178029817,2.26E-35,3.79E-34
Galnt9,-0.380779216,2.36E-35,3.95E-34
Fam83h,0.654609722,2.45E-35,4.10E-34
Rhobtb2,-0.240966119,2.57E-35,4.30E-34
C1s1,1.486714709,2.68E-35,4.47E-34
Top2a,0.846637737,2.73E-35,4.55E-34
Flna,0.58040213,2.78E-35,4.63E-34
Gpt2,-0.303687893,2.97E-35,4.94E-34
Pcdh7,0.393416676,3.15E-35,5.24E-34
Mast2,-0.279429653,3.28E-35,5.44E-34
Krt9,0.9935581,3.39E-35,5.62E-34
B3gnt3,1.141605633,3.43E-35,5.69E-34
Trerf1,-0.340700005,3.65E-35,6.04E-34
Tmt1a,-0.324388809,3.67E-35,6.08E-34
Prox1,0.6047664,3.81E-35,6.29E-34
Sox4,0.327213648,3.89E-35,6.42E-34
Rbm12b2,-0.409983348,4.32E-35,7.13E-34
Glrx3,-0.233751914,4.45E-35,7.34E-34
Scara3,0.520333095,4.46E-35,7.35E-34
Ube2q2,-0.220601235,4.55E-35,7.49E-34
Ppp1cc,-0.292420828,4.61E-35,7.59E-34
Dab1,-0.240110337,4.67E-35,7.67E-34
Eif4ebp2,-0.237360456,4.94E-35,8.10E-34
Glis1,0.937450291,5.06E-35,8.30E-34
Maged1,-0.166169029,5.08E-35,8.32E-34
Pik3ap1,0.615420334,5.14E-35,8.41E-34
Etnk2,0.722674853,5.46E-35,8.93E-34
Filip1,0.600084419,5.69E-35,9.29E-34
Cc2d1b,0.333462172,5.78E-35,9.43E-34
Abcb10,0.467600575,5.83E-35,9.50E-34
Prdx6,0.47128065,5.86E-35,9.55E-34
Pcdhgc3,0.335731214,5.95E-35,9.68E-34
Jph4,-0.38343695,6.00E-35,9.76E-34
